股票名称,股票代码,供应商名称,采购占比,采购金额,公告时间,数据来源,供应商重复次数
美的集团,333,武汉申安智能系统股份有限公司,无,,2024-04-07 00:00:00,招投标公告,1
美的集团,333,深圳市迪尔泰设备有限公司,无,,2024-04-07 00:00:00,招投标公告,1
美的集团,333,佛山准测电子有限公司,无,,2024-04-07 00:00:00,招投标公告,1
美的集团,333,合肥华凌股份有限公司,无,,2024-04-07 00:00:00,招投标公告,1
美的集团,333,佛山市智仁机械设备有限公司,无,,2024-04-07 00:00:00,招投标公告,1
美的集团,333,上海克劳斯玛菲机械有限公司,无,,2024-04-03 00:00:00,招投标公告,1
美的集团,333,北京中家智锐智能装备科技有限公司,无,,2024-04-03 00:00:00,招投标公告,1
美的集团,333,常州天目智能科技有限公司,无,,2024-04-02 00:00:00,招投标公告,1
美的集团,333,山东泰开成套电器有限公司,无,,2024-04-02 00:00:00,招投标公告,1
美的集团,333,珠海精实测控技术股份有限公司,无,1178.89,2023-12-29 00:00:00,供应商公告,2
美的集团,333,广东万城安和技术服务有限公司,无,,2023-12-01 00:00:00,招投标公告,1
美的集团,333,北京安普诺信息技术有限公司,无,0.00,2023-10-31 00:00:00,招投标公告,2
美的集团,333,深圳市百富嘉软件有限公司,无,,2023-10-31 00:00:00,招投标公告,1
美的集团,333,深圳市科诺普信息技术有限公司,无,,2023-10-31 00:00:00,招投标公告,1
美的集团,333,湖南晶讯光电股份有限公司,无,3101.81,2023-09-20 00:00:00,供应商公告,2
美的集团,333,奥美森智能装备股份有限公司,无,2073.76,2023-08-31 00:00:00,供应商公告,1
美的集团,333,铜陵兢强电子科技股份有限公司,无,8035.40,2023-08-28 00:00:00,供应商公告,1
美的集团,333,无锡海达尔精密滑轨股份有限公司,无,986.36,2023-08-28 00:00:00,供应商公告,1
美的集团,333,安徽永锋防护科技股份有限公司,无,1978.13,2023-08-18 00:00:00,供应商公告,1
美的集团,333,维谛技术有限公司,无,0.01,2023-08-04 00:00:00,招投标公告,1
美的集团,333,浙江杰克机床股份有限公司,无,,2023-07-28 00:00:00,招投标公告,1
美的集团,333,深圳世纪天骄健康产业发展有限公司,无,,2023-07-20 00:00:00,招投标公告,1
美的集团,333,珠海智新自动化科技有限公司,无,,2023-05-20 00:00:00,招投标公告,1
美的集团,333,旭尚工（广州）贸易有限公司,无,,2023-05-15 00:00:00,招投标公告,1
美的集团,333,武汉高尔福机电设备有限公司,无,,2023-05-14 00:00:00,招投标公告,1
美的集团,333,东莞市元特仪器设备有限公司,无,,2023-05-05 00:00:00,招投标公告,1
美的集团,333,江苏省徐州锻压机床厂集团有限公司,无,,2023-05-05 00:00:00,招投标公告,1
美的集团,333,广东华工机械有限公司,无,,2023-05-05 00:00:00,招投标公告,1
美的集团,333,广东大雅智能厨电股份有限公司,无,2912.62,2023-04-26 00:00:00,供应商公告,1
美的集团,333,江苏中科君达物联网股份有限公司,无,572.66,2023-04-21 00:00:00,供应商公告,1
美的集团,333,合肥高科科技股份有限公司,无,1692.42,2023-04-20 00:00:00,供应商公告,1
美的集团,333,上海美嘉林软件科技股份有限公司,无,731.86,2023-04-19 00:00:00,供应商公告,1
美的集团,333,南方电网综合能源股份有限公司,无,4332.79,2023-04-15 00:00:00,供应商公告,1
美的集团,333,深圳市朝行科技有限公司,无,,2023-04-11 00:00:00,招投标公告,1
美的集团,333,浙江英特科技股份有限公司,无,3721.48,2023-03-27 00:00:00,供应商公告,1
美的集团,333,人本股份有限公司,无,7167.68,2023-03-03 00:00:00,供应商公告,1
美的集团,333,广东美的机电科技有限公司,无,,2022-12-28 00:00:00,招投标公告,1
美的集团,333,合肥高科科技股份有限公司,无,1551.46,2022-11-07 00:00:00,供应商公告,2
美的集团,333,浙江英特科技股份有限公司,无,1388.79,2022-09-27 00:00:00,供应商公告,2
美的集团,333,无锡海达尔精密滑轨股份有限公司,无,677.70,2022-08-24 00:00:00,供应商公告,2
美的集团,333,安徽永锋防护科技股份有限公司,无,1978.13,2022-08-18 00:00:00,供应商公告,1
美的集团,333,广东大雅智能厨电股份有限公司,无,3591.35,2022-04-26 00:00:00,供应商公告,1
美的集团,333,安徽万朗磁塑股份有限公司,无,43542.35,2022-04-19 00:00:00,供应商公告,2
美的集团,333,南方电网综合能源股份有限公司,无,3502.72,2022-04-15 00:00:00,供应商公告,1
美的集团,333,江苏中科君达物联网股份有限公司,无,402.72,2022-04-15 00:00:00,供应商公告,1
美的集团,333,上海美嘉林软件科技股份有限公司,无,731.86,2022-04-12 00:00:00,供应商公告,1
美的集团,333,广州市聚赛龙工程塑料股份有限公司,无,24728.37,2022-02-28 00:00:00,供应商公告,1
美的集团,333,奥美森智能装备股份有限公司,无,1531.35,2021-12-28 00:00:00,供应商公告,1
美的集团,333,广州市聚赛龙工程塑料股份有限公司,无,11445.99,2021-09-30 00:00:00,供应商公告,2
美的集团,333,浙江英特科技股份有限公司,无,1418.86,2021-09-29 00:00:00,供应商公告,2
美的集团,333,安徽永锋防护科技股份有限公司,无,2505.38,2021-08-18 00:00:00,供应商公告,2
美的集团,333,广东大雅智能厨电股份有限公司,无,3180.54,2021-04-23 00:00:00,供应商公告,1
美的集团,333,南方电网综合能源股份有限公司,1.73%,3483.41,2021-04-10 00:00:00,供应商公告,1
美的集团,333,广东粤海华金科技股份有限公司,39.67%,4227.32,2021-02-09 00:00:00,供应商公告,1
美的集团,333,四方光电股份有限公司,7.48%,785.50,2021-01-21 00:00:00,供应商公告,1
美的集团,333,三友联众集团股份有限公司,9.07%,8654.13,2021-01-05 00:00:00,供应商公告,1
美的集团,333,南方电网综合能源股份有限公司,2.28%,2137.14,2020-12-30 00:00:00,供应商公告,2
美的集团,333,三友联众集团股份有限公司,9.77%,0.54,2020-10-23 00:00:00,供应商公告,1
美的集团,333,广州市聚赛龙工程塑料股份有限公司,无,17055.36,2020-09-18 00:00:00,供应商公告,1
美的集团,333,安徽永锋防护科技股份有限公司,无,861.92,2020-08-31 00:00:00,供应商公告,2
美的集团,333,安徽美佳新材料股份有限公司,7.17%,5546.34,2020-04-30 00:00:00,供应商公告,1
美的集团,333,安徽协诚实业股份有限公司,90.84%,17004.92,2020-04-27 00:00:00,供应商公告,1
美的集团,333,中国电器科学研究院股份有限公司,1.84%,2833.57,2019-10-17 00:00:00,供应商公告,1
美的集团,333,安徽永锋防护科技股份有限公司,8.30%,671.87,2019-08-26 00:00:00,供应商公告,2
美的集团,333,天意有福科技股份有限公司,2.33%,264.42,2019-08-22 00:00:00,供应商公告,2
美的集团,333,三友联众集团股份有限公司,无,6376.02,2019-06-28 00:00:00,供应商公告,1
美的集团,333,四川德恩精工科技股份有限公司,无,383.14,2019-05-13 00:00:00,供应商公告,1
美的集团,333,深圳山源电器股份有限公司,35.86%,8637.68,2019-04-30 00:00:00,供应商公告,1
美的集团,333,杭州天马时控科技股份有限公司,53.46%,10338.89,2019-04-29 00:00:00,供应商公告,1
美的集团,333,北京全景视觉网络科技股份有限公司,0.53%,79.64,2019-04-26 00:00:00,供应商公告,1
美的集团,333,安徽协诚实业股份有限公司,66.67%,10706.53,2019-03-28 00:00:00,供应商公告,1
美的集团,333,广州郎琴广告传媒股份有限公司,26.56%,2755.13,2019-01-16 00:00:00,供应商公告,1
美的集团,333,江西金力永磁科技股份有限公司,18.96%,11677.14,2018-08-29 00:00:00,供应商公告,1
美的集团,333,安徽永锋防护科技股份有限公司,无,544.39,2018-08-20 00:00:00,供应商公告,1
美的集团,333,广东立义科技股份有限公司,77.48%,7322.63,2018-08-13 00:00:00,供应商公告,2
美的集团,333,奥美森智能装备股份有限公司,8.16%,1311.75,2018-04-26 00:00:00,供应商公告,1
美的集团,333,杭州天马时控科技股份有限公司,62.48%,11789.91,2018-04-25 00:00:00,供应商公告,1
美的集团,333,深圳山源电器股份有限公司,60.32%,11435.52,2018-04-24 00:00:00,供应商公告,1
美的集团,333,浙江万盾制冷股份有限公司,36.59%,5643.30,2018-04-11 00:00:00,供应商公告,1
美的集团,333,安徽协诚实业股份有限公司,67.28%,12214.36,2018-03-21 00:00:00,供应商公告,1
美的集团,333,安徽万朗磁塑股份有限公司,12.77%,6097.83,2018-01-23 00:00:00,供应商公告,1
美的集团,333,广东立义科技股份有限公司,74.40%,9059.93,2017-08-14 00:00:00,供应商公告,2
美的集团,333,广州市聚赛龙工程塑料股份有限公司,13.18%,6643.05,2017-04-26 00:00:00,供应商公告,1
美的集团,333,深圳山源电器股份有限公司,57.88%,5778.61,2017-04-21 00:00:00,供应商公告,1
美的集团,333,北京智信道科技股份有限公司,3.74%,40.38,2016-12-30 00:00:00,供应商公告,1
美的集团,333,广东立义科技股份有限公司,97.55%,7804.27,2016-08-18 00:00:00,供应商公告,3
美的集团,333,珠海市南特金属科技股份有限公司,13.00%,3176.91,2016-07-27 00:00:00,供应商公告,1
美的集团,333,美的置业集团有限公司,无,34779.15,2016-06-17 00:00:00,供应商公告,1
美的集团,333,广东康利达物联科技有限公司,3.32%,181.36,2016-04-26 00:00:00,供应商公告,1
美的集团,333,东莞市贝特电子科技股份有限公司,9.28%,824.25,2016-03-30 00:00:00,供应商公告,1
美的集团,333,深圳市蓝凌软件股份有限公司,6.31%,799.03,2015-12-07 00:00:00,供应商公告,1
美的集团,333,宁波德业变频技术有限公司,54.89%,1450.50,2015-05-21 00:00:00,供应商公告,1
美的集团,333,珠海拾比佰彩图板股份有限公司,7.40%,2410.84,2015-01-05 00:00:00,供应商公告,1
美的集团,333,北京奥维云网大数据科技股份有限公司,6.57%,97.48,2014-08-29 00:00:00,供应商公告,1
美的集团,333,美联钢结构建筑系统（上海）股份有限公司,15.59%,11035.51,2014-05-15 00:00:00,供应商公告,1
潍柴动力,338,潍坊市高新区潍柴智能物流中心,无,,2025-06-12 00:00:00,招投标公告,1
潍柴动力,338,潍坊市寒亭区潍柴材料成型制造中心,无,,2025-06-12 00:00:00,招投标公告,1
潍柴动力,338,昆山市易泰汽车科技有限公司,无,,2025-06-10 00:00:00,招投标公告,1
潍柴动力,338,华业检测技术服务有限公司,无,,2025-06-10 00:00:00,招投标公告,1
潍柴动力,338,莱州市建设集团有限公司,无,,2025-06-10 00:00:00,招投标公告,1
潍柴动力,338,芜湖电工机械有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,河北安德公路安全设施有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,浙江奇师机电科技有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,苏州晟成光伏设备有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,启东市南洋工业缝纫机有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,江苏亚威机床股份有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,苏州海展机械有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,福立旺精密机电（中国）股份有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,江苏联峰实业有限公司,无,,2025-06-08 00:00:00,招投标公告,1
潍柴动力,338,哈尔滨岛田大鹏工业股份有限公司,无,6790.35,2025-04-29 00:00:00,供应商公告,1
潍柴动力,338,深圳崇德动漫股份有限公司,无,99.80,2025-04-29 00:00:00,供应商公告,1
潍柴动力,338,万声通讯实业有限公司,无,,2025-04-28 00:00:00,招投标公告,1
潍柴动力,338,康桥物业有限公司,无,,2025-04-28 00:00:00,招投标公告,1
潍柴动力,338,潍坊联运有限责任公司,无,,2025-04-28 00:00:00,招投标公告,1
潍柴动力,338,无锡万耐特自动化设备股份公司,无,690.27,2025-04-25 00:00:00,供应商公告,1
潍柴动力,338,潍柴控股集团有限公司,无,,2025-04-25 00:00:00,招投标公告,1
潍柴动力,338,华丰动力股份有限公司,无,78393.62,2025-04-18 00:00:00,供应商公告,1
潍柴动力,338,山东新程企业管理咨询有限公司,无,,2025-04-03 00:00:00,招投标公告,1
潍柴动力,338,潍坊英汇人力资源服务有限公司,无,,2025-04-03 00:00:00,招投标公告,1
潍柴动力,338,潍坊恒亚工贸有限公司,无,,2025-02-11 00:00:00,招投标公告,1
潍柴动力,338,北京广瑞杰机电设备有限公司,无,,2024-11-08 00:00:00,招投标公告,1
潍柴动力,338,宜昌新宜运机械有限公司,无,,2024-11-08 00:00:00,招投标公告,1
潍柴动力,338,中机中联工程有限公司,无,,2024-10-29 00:00:00,招投标公告,1
潍柴动力,338,山东恒信建设监理有限公司,无,,2024-10-29 00:00:00,招投标公告,1
潍柴动力,338,浙江科马摩擦材料股份有限公司,无,631.96,2024-09-26 00:00:00,供应商公告,2
潍柴动力,338,山东正源和信资产评估有限公司,无,,2024-08-20 00:00:00,招投标公告,1
潍柴动力,338,潍坊天顺装卸搬运服务有限公司,无,,2024-08-19 00:00:00,招投标公告,1
潍柴动力,338,江苏明都环保科技有限公司,无,,2024-08-01 00:00:00,招投标公告,1
潍柴动力,338,山东星光大道物流有限公司,无,,2024-07-31 00:00:00,招投标公告,2
潍柴动力,338,汉中群峰机械制造有限公司,无,,2024-07-29 00:00:00,招投标公告,1
潍柴动力,338,潍坊耐益自动化设备有限公司,无,,2024-07-29 00:00:00,招投标公告,1
潍柴动力,338,潍坊恒亚工贸有限公司,无,,2024-07-22 00:00:00,招投标公告,1
潍柴动力,338,湖北本恒机电工程有限公司,无,,2024-07-22 00:00:00,招投标公告,1
潍柴动力,338,厚普清洁能源（集团）股份有限公司,无,,2024-07-20 00:00:00,招投标公告,2
潍柴动力,338,浙江唐锋能源科技有限公司,无,,2024-07-04 00:00:00,招投标公告,1
潍柴动力,338,广联达科技股份有限公司,无,,2024-06-11 00:00:00,招投标公告,1
潍柴动力,338,渤星船舶科技（青岛）有限公司,无,,2024-06-04 00:00:00,招投标公告,1
潍柴动力,338,中国工商银行股份有限公司山东省分行,无,,2024-05-24 00:00:00,招投标公告,1
潍柴动力,338,廊坊凯亨机械设备有限公司,无,,2024-05-22 00:00:00,招投标公告,1
潍柴动力,338,潍柴重机股份有限公司,无,,2024-05-20 00:00:00,招投标公告,1
潍柴动力,338,潍坊众豪拆除工程有限公司,无,,2024-05-08 00:00:00,招投标公告,1
潍柴动力,338,广东佳宏农牧发展有限公司,无,,2024-04-30 00:00:00,招投标公告,1
潍柴动力,338,北京中科芯元科技股份有限公司,无,158.26,2024-04-26 00:00:00,供应商公告,1
潍柴动力,338,哈尔滨岛田大鹏工业股份有限公司,无,2974.78,2024-04-10 00:00:00,供应商公告,1
潍柴动力,338,中通钢构股份有限公司,无,,2024-03-29 00:00:00,司法数据,1
潍柴动力,338,山东重工集团有限公司,1.69%,285899.76,2024-03-26 00:00:00,年报,1
潍柴动力,338,深圳市车夫网物流科技有限公司,无,,2024-03-17 00:00:00,招投标公告,1
潍柴动力,338,山东精特铸锻有限公司,无,,2024-03-17 00:00:00,招投标公告,2
潍柴动力,338,安丘市九立机械制造有限公司,无,,2024-03-17 00:00:00,招投标公告,2
潍柴动力,338,山东秀荣铸造材料有限公司,无,,2024-03-17 00:00:00,招投标公告,2
潍柴动力,338,山东久泰金属加工有限公司,无,,2024-03-17 00:00:00,招投标公告,2
潍柴动力,338,潍坊德扬劳务分包有限公司,无,,2024-03-17 00:00:00,招投标公告,2
潍柴动力,338,河北南风环保科技有限公司,无,,2024-03-17 00:00:00,招投标公告,2
潍柴动力,338,山东安悦节能技术有限公司,无,,2024-03-17 00:00:00,招投标公告,1
潍柴动力,338,中路财产保险股份有限公司潍坊中心支公司,无,,2024-03-17 00:00:00,招投标公告,1
潍柴动力,338,山东华昊市政园林集团有限公司,无,,2024-03-13 00:00:00,招投标公告,1
潍柴动力,338,中土物业管理集团有限公司,无,,2024-03-13 00:00:00,招投标公告,1
潍柴动力,338,潍坊同心物业管理有限公司,无,,2024-03-13 00:00:00,招投标公告,1
